class,Elevation,Slope,Aspect,Curvature,TWI,Distance_to_Rivers,Annual_Rainfall,Event_Rainfall,NDVI,LULC
0,1750.0,4.984302,201.86502,7.0,3.8142998,3278.7954,750.4868,222.71527,0.3414897,20.0
0,1608.0,7.031516,156.73586,1.0,2.777859,3242.2214,595.6812,164.96144,0.39159808,20.0
0,1624.0,0.93032134,270.0,-1.0,5.159217,2206.581,595.6812,164.96144,0.33432212,20.0
0,1578.0,2.6256642,134.90929,-6.0,5.8332095,2525.1733,611.82916,155.64297,0.36992326,20.0
0,1564.0,2.7802885,180.0,0.0,3.6976516,1629.9694,611.82916,155.64297,0.38572788,20.0
0,1707.0,17.1197,288.38068,2.0,2.2729726,3810.4724,611.82916,155.64297,0.40874812,10.0
0,1706.0,8.489644,192.56737,7.0,2.993959,3714.6736,611.82916,155.64297,0.34921578,20.0
0,1673.0,6.4851527,90.0,-1.0,2.8588169,2229.9104,610.9868,150.14279,0.4570243,10.0
0,1583.0,28.962349,159.38417,41.0,2.6692197,1757.7543,610.9868,150.14279,0.5082683,20.0
0,1570.0,14.208156,219.89491,22.0,4.5885477,1044.8445,610.9868,150.14279,0.40805817,20.0
0,1566.0,20.497417,342.29715,9.0,1.6744211,1260.0,610.9868,150.14279,0.42981315,20.0
0,1666.0,26.572496,103.094345,-16.0,3.1757317,1361.9471,627.7411,157.22562,0.37691796,20.0
0,1646.0,2.7890248,270.0,1.0,3.6945727,967.47095,627.7411,157.22562,0.34944037,20.0
0,1592.0,7.89629,69.50391,-3.0,3.0669029,848.52814,620.0593,128.74336,0.29991546,40.0
0,1686.0,10.7146015,300.88464,-10.0,2.3527427,1506.5856,817.2157,242.30457,0.43549237,20.0
0,1628.0,3.7162921,270.0,1.0,3.8174305,2114.7341,817.2157,242.30457,0.5088989,30.0
0,1649.0,4.636557,233.21559,2.0,3.1929607,3235.6917,796.88293,243.58267,0.35028246,20.0
0,1588.0,3.8192165,14.080526,0.0,3.3849776,2911.3914,604.7913,157.75261,0.35115072,20.0
0,1586.0,9.403116,78.726135,-9.0,2.485278,1660.8733,604.7913,157.75261,0.5580808,20.0
0,1571.0,18.273682,11.346162,4.0,1.7981533,1739.4827,597.91626,152.84787,0.40932047,20.0
0,1555.0,1.3135343,45.09126,-1.0,5.118937,2588.3586,621.24445,91.9427,0.24428031,30.0
0,1598.0,4.984306,21.865118,-7.0,3.121152,3532.3647,628.167,184.12024,0.29439944,20.0
0,1612.0,5.565104,90.0,-18.0,3.011496,2070.2173,628.167,184.12024,0.33581907,20.0
0,1505.0,1.8601588,270.0,7.0,4.0900345,630.0,611.83514,154.27658,0.23457584,30.0
0,1598.0,5.8617783,288.38187,0.0,2.9597304,1336.6002,611.83514,154.27658,0.27656955,40.0
0,1604.0,7.9358435,35.621998,5.0,2.656413,1879.4946,592.8851,133.22314,0.4469086,40.0
0,1848.0,32.269974,295.83725,31.0,1.1513163,2696.9983,841.79974,240.31903,0.62150383,20.0
0,1700.0,1.3133913,134.91496,-6.0,4.4258943,930.0,749.7033,216.59015,0.23890783,30.0
0,1629.0,1.3134022,45.08551,1.0,6.440789,2372.2773,797.48804,219.417,0.32017544,40.0
0,1651.0,5.8472776,341.51547,6.0,4.348495,3387.8755,679.5019,202.70377,0.48581836,40.0
0,1587.0,7.435977,7.145739,6.0,3.12724,1294.1793,678.56647,166.41734,0.19832636,20.0
0,1620.0,8.24329,153.36725,-4.0,3.0236275,2267.5317,626.6173,140.7237,0.6043145,20.0
0,1570.0,1.8598715,270.0,-1.0,4.0901847,600.0,630.18134,119.90583,0.4230436,40.0
0,1593.0,1.8543341,-0.0,-8.0,4.7862263,551.5433,630.18134,119.90583,0.6594258,20.0
0,1591.0,9.595006,16.747082,11.0,2.4648235,1221.188,614.0869,145.33093,0.5373571,20.0
0,1590.0,10.698804,211.03955,31.0,2.75971,1654.6299,666.61346,142.64655,0.47091526,20.0
0,1618.0,5.9254003,38.75336,0.0,2.948963,1443.1216,647.05115,161.81148,0.49657443,20.0
0,1641.0,4.1518135,243.51228,-2.0,3.7078595,1265.7014,677.4077,185.38165,0.54167825,20.0
0,1587.0,6.530345,188.15569,0.0,2.8518732,3240.0,621.24445,91.9427,0.47173554,20.0
0,1660.0,1.8600492,270.0,-3.0,6.4414673,2190.2056,694.4406,211.00421,0.61618257,20.0
0,1707.0,3.829517,103.99484,-2.0,4.0754633,1879.2551,694.4406,211.00421,0.4642688,30.0
0,1918.0,17.234478,95.99065,-31.0,2.5535777,3363.3464,841.79974,240.31903,0.5159664,20.0
0,1865.0,7.9357624,215.62117,5.0,3.572714,1528.8231,805.8133,219.01735,0.4931362,20.0
0,1827.0,8.243493,153.36438,15.0,4.227576,823.7718,805.8133,219.01735,0.7118841,20.0
0,1833.0,18.651772,305.13403,3.0,1.7762501,1021.7632,626.49506,139.94673,0.43319726,20.0
0,1769.0,11.173756,279.43347,10.0,2.3099654,1678.3921,626.49506,139.94673,0.3113721,20.0
0,1651.0,1.3135381,314.90857,-4.0,4.425787,381.83768,771.9932,235.81891,0.3048904,40.0
0,1686.0,6.213075,296.49277,-5.0,2.901644,2125.1353,771.9932,235.81891,0.38001707,30.0
0,1697.0,2.0781562,243.50569,-7.0,5.7740283,1314.8765,796.88293,243.58267,0.39747638,40.0
0,1703.0,8.258595,296.49432,3.0,3.5325851,1855.64,796.88293,243.58267,0.31476682,40.0
0,1746.0,9.063147,204.02975,-4.0,2.5225189,1120.0892,771.9932,235.81891,0.29643556,30.0
0,1668.0,10.699397,148.95505,5.0,3.2704794,1080.0,771.7646,248.23418,0.4089534,20.0
0,1691.0,1.3132865,225.08047,-5.0,4.4259706,2377.3936,733.26953,111.38094,0.38140082,20.0
0,1670.0,2.0741951,26.629534,2.0,4.389592,2999.55,733.26953,111.38094,0.4662034,20.0
0,1686.0,3.8291125,283.99634,6.0,4.0755677,2970.0,791.024,202.88454,0.27026683,40.0
0,1680.0,1.8598158,270.0,-1.0,4.090214,1677.051,791.024,202.88454,0.39545998,40.0
0,1655.0,3.3433735,326.2315,-4.0,3.5162852,636.3961,791.024,202.88454,0.4721108,20.0
0,1721.0,3.7047918,-0.0,-1.0,3.4150264,2485.659,791.024,202.88454,0.43415573,20.0
0,1710.0,1.8597986,90.0,-2.0,4.090223,3610.2354,769.3494,186.89024,0.2768296,20.0
0,1688.0,3.3471396,123.612175,15.0,4.4314666,3300.0,769.3494,186.89024,0.34761617,40.0
0,1660.0,3.3433528,33.767956,-2.0,3.5162911,1770.0,836.44116,207.78252,0.24110475,30.0
0,1683.0,1.3133854,45.08478,1.0,4.4258986,2556.345,749.7033,216.59015,0.30710775,20.0
0,1679.0,2.077953,243.5029,2.0,3.9823642,2702.6653,749.7033,216.59015,0.4302839,20.0
0,1716.0,2.0742705,206.63368,2.0,3.9840918,1716.5663,749.7033,216.59015,0.3149199,40.0
0,1710.0,1.3134121,314.91406,13.0,4.425879,2220.0,749.7033,216.59015,0.2559537,30.0
0,1675.0,2.0780032,63.50358,2.0,4.8986316,3785.3533,797.48804,219.417,0.4830046,10.0
0,1656.0,2.9383938,251.61693,-1.0,3.6433392,1905.1771,790.60474,227.21303,0.22355552,30.0
0,1639.0,2.9313154,198.48712,4.0,6.4490695,1100.2273,790.60474,227.21303,0.33870968,30.0
0,1701.0,3.343433,33.77001,-1.0,3.9217327,1699.441,756.01904,223.40785,0.26486862,40.0
0,1723.0,2.0742917,333.36514,-4.0,3.984082,1530.0,756.01904,223.40785,0.27801692,40.0
